ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,SellingStoresRatio,SalesQuantity,revenues,Category,SubCategory,Cat,SubCat,Item
PoA4x-085,2019,4,Stores,AXX,15.38,0.5524,131.0,2014.78,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,PoA4x
PoA4x-085,2019,4,Stores,YXX,16.96,0.0965,15.0,254.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,PoA4x
1kx06yE77,2019,4,Stores,AXX,19.18,0.4167,114.0,2186.52,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,1kx06
oZKoYOU30,2019,4,Stores,YXX,24.76,0.2074,9.0,222.84,HZlnatsW,yo2ZtUyf,HZln,yo2Z,oZKoY
oZKoYOU30,2019,4,Stores,AXX,18.73,1.0191,43.0,805.39,HZlnatsW,yo2ZtUyf,HZln,yo2Z,oZKoY
mrAnhFI85,2019,4,Stores,YXX,17.46,0.1181,16.0,279.36,xF4EZaTy,AunzRwr2,xF4E,Aunz,mrAnh
OxawqVs63,2019,4,Stores,AXX,22.28,0.1001,11.0,245.08,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Oxawq
_A664_412,2019,4,Stores,AXX,24.19,0.298,43.0,1040.17,H80alU8y,qE16z6jO,H80a,qE16,_A664
_A664_412,2019,4,Stores,YXX,24.19,0.0435,5.0,120.95,H80alU8y,qE16z6jO,H80a,qE16,_A664
4It1-fI21,2019,4,Stores,YXX,26.21,0.0995,6.0,157.26,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,4It1-
Omiysc072,2019,4,Stores,AXX,17.38,0.1202999999999999,28.0,486.64,HZlnatsW,14iCK1vp,HZln,14iC,Omiys
61LMLrI99,2019,4,Stores,AXX,19.11,0.1309,23.0,439.53,bwPDJC3m,xdDed-iG,bwPD,xdDe,61LML
61LMLrI99,2019,4,Stores,YXX,19.11,0.0548,5.0,95.55,bwPDJC3m,xdDed-iG,bwPD,xdDe,61LML
4It1-fI21,2019,4,Stores,AXX,22.18,0.2354,56.0,1242.08,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,4It1-
X-_5Zeo12,2019,4,Stores,AXX,24.3,0.1236,25.0,607.5,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,X-_5Z
NWpKkFc27,2019,4,Stores,AXX,17.38,0.3009,81.0,1407.78,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,NWpKk
NWpKkFc27,2019,4,Stores,YXX,20.96,0.0842,10.0,209.6,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,NWpKk
oDsHk_U10,2019,4,Stores,AXX,16.58,0.2873,93.0,1541.94,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,oDsHk
oDsHk_U10,2019,4,Stores,YXX,20.48,0.0467,5.0,102.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,oDsHk
CzbHWb461,2019,4,Stores,AXX,16.28,0.4039,58.0,944.24,xF4EZaTy,UIpuKoxR,xF4E,UIpu,CzbHW
CzbHWb461,2019,4,Stores,YXX,18.08,0.039,7.0,126.56,xF4EZaTy,UIpuKoxR,xF4E,UIpu,CzbHW
mrAnhFI85,2019,4,Stores,AXX,15.01,0.7888999999999999,187.0,2806.87,xF4EZaTy,AunzRwr2,xF4E,Aunz,mrAnh
VDFm0X892,2019,4,Stores,YXX,13.46,0.085,8.0,107.68,xF4EZaTy,AunzRwr2,xF4E,Aunz,VDFm0
X-_5Zeo12,2019,4,Stores,YXX,24.3,0.0418,7.0,170.1,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,X-_5Z
Wxxywwg72,2019,4,Stores,AXX,20.66,0.2345999999999999,47.0,971.02,bwPDJC3m,xdDed-iG,bwPD,xdDe,Wxxyw
Wxxywwg72,2019,4,Stores,YXX,20.66,0.0374,9.0,185.94,bwPDJC3m,xdDed-iG,bwPD,xdDe,Wxxyw
VDFm0X892,2019,4,Stores,AXX,17.01,0.3108999999999999,75.0,1275.75,xF4EZaTy,AunzRwr2,xF4E,Aunz,VDFm0
vCsdCoA64,2019,4,Stores,YXX,19.21,0.0098999999999999,4.0,76.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,vCsdC
o1xNODo70,2019,4,Stores,AXX,17.95,0.0875,25.0,448.75,xF4EZaTy,AunzRwr2,xF4E,Aunz,o1xNO
o1xNODo70,2019,4,Stores,YXX,17.95,0.0128999999999999,7.0,125.65,xF4EZaTy,AunzRwr2,xF4E,Aunz,o1xNO
3D6u9p054,2019,4,Stores,AXX,17.28,0.4814,153.0,2643.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,3D6u9
3D6u9p054,2019,4,Stores,YXX,18.08,0.0343,14.0,253.12,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,3D6u9
IY3dqBA49,2019,4,Stores,AXX,20.42,0.1886,54.0,1102.68,bwPDJC3m,xdDed-iG,bwPD,xdDe,IY3dq
IY3dqBA49,2019,4,Stores,YXX,20.42,0.0539,5.0,102.1,bwPDJC3m,xdDed-iG,bwPD,xdDe,IY3dq
KrTM96w51,2019,4,Stores,AXX,18.28,0.2532,42.0,767.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KrTM9
7J5CXrU28,2019,4,Stores,AXX,24.86,0.0827,3.0,74.58,xF4EZaTy,AunzRwr2,xF4E,Aunz,7J5CX
KrTM96w51,2019,4,Stores,YXX,25.08,0.0505,9.0,225.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KrTM9
97LHMGQ83,2019,4,Stores,AXX,20.11,0.2041,34.0,683.74,H80alU8y,qE16z6jO,H80a,qE16,97LHM
s86mqGM55,2019,4,Stores,AXX,21.42,0.1263,21.0,449.82,bwPDJC3m,xdDed-iG,bwPD,xdDe,s86mq
s86mqGM55,2019,4,Stores,YXX,21.42,0.086,2.0,42.84,bwPDJC3m,xdDed-iG,bwPD,xdDe,s86mq
97LHMGQ83,2019,4,Stores,YXX,20.11,0.0917,3.0,60.33,H80alU8y,qE16z6jO,H80a,qE16,97LHM
lco5nL477,2019,4,Stores,AXX,18.58,0.2915,60.0,1114.8,xF4EZaTy,AunzRwr2,xF4E,Aunz,lco5n
5xZvgWo95,2019,4,Stores,YXX,20.21,0.0732,9.0,181.89,H80alU8y,qE16z6jO,H80a,qE16,5xZvg
I3rBHOE23,2019,4,Stores,AXX,18.33,0.0199,2.0,36.66,HZlnatsW,yo2ZtUyf,HZln,yo2Z,I3rBH
5xZvgWo95,2019,4,Stores,AXX,20.18,0.5848,108.0,2179.44,H80alU8y,qE16z6jO,H80a,qE16,5xZvg
lco5nL477,2019,4,Stores,YXX,19.48,0.015,5.0,97.4,xF4EZaTy,AunzRwr2,xF4E,Aunz,lco5n
OqBDsac45,2019,4,Stores,AXX,20.98,0.2328,30.0,629.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,OqBDs
OqBDsac45,2019,4,Stores,YXX,20.98,0.0563,9.0,188.82,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,OqBDs
L8XSNbE27,2019,4,Stores,AXX,20.28,0.0462,11.0,223.08,bwPDJC3m,xdDed-iG,bwPD,xdDe,L8XSN
Ehc_Blo65,2019,4,Stores,AXX,18.56,1.0279,50.0,928.0,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Ehc_B
wJicCFw87,2019,4,Stores,AXX,15.38,0.1304,37.0,569.06,xF4EZaTy,AunzRwr2,xF4E,Aunz,wJicC
Ehc_Blo65,2019,4,Stores,YXX,17.01,0.1226,6.0,102.06,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Ehc_B
wJicCFw87,2019,4,Stores,YXX,20.96,0.0519,7.0,146.72,xF4EZaTy,AunzRwr2,xF4E,Aunz,wJicC
grcWcmA91,2019,4,Stores,YXX,21.09,0.0879,7.0,147.63,HZlnatsW,14iCK1vp,HZln,14iC,grcWc
grcWcmA91,2019,4,Stores,AXX,21.09,0.1765,20.0,421.8,HZlnatsW,14iCK1vp,HZln,14iC,grcWc
UvtEpOI58,2019,4,Stores,YXX,17.89,0.0337,5.0,89.45,HZlnatsW,14iCK1vp,HZln,14iC,UvtEp
nJDsQLk74,2019,4,Stores,AXX,15.48,0.5676,125.0,1935.0,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,nJDsQ
nJDsQLk74,2019,4,Stores,YXX,22.83,0.0555,16.0,365.28,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,nJDsQ
UvtEpOI58,2019,4,Stores,AXX,17.89,0.3537,68.0,1216.52,HZlnatsW,14iCK1vp,HZln,14iC,UvtEp
vCsdCoA64,2019,4,Stores,AXX,19.18,0.1225,33.0,632.94,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,vCsdC
tRyeRGg12,2019,4,Stores,AXX,17.23,0.212,28.0,482.44,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,tRyeR
xWuIFzs92,2019,4,Stores,YXX,22.14,0.0829,3.0,66.42,bwPDJC3m,xdDed-iG,bwPD,xdDe,xWuIF
3pVwnBA95,2019,4,Stores,AXX,22.28,0.176,80.0,1782.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,3pVwn
3pVwnBA95,2019,4,Stores,YXX,23.08,0.0635,9.0,207.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,3pVwn
xWuIFzs92,2019,4,Stores,AXX,22.14,0.1504,26.0,575.64,bwPDJC3m,xdDed-iG,bwPD,xdDe,xWuIF
TNoPm4w52,2019,4,Stores,AXX,21.59,0.2416,63.0,1360.17,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,TNoPm
TNoPm4w52,2019,4,Stores,YXX,21.59,0.1048,10.0,215.9,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,TNoPm
tRyeRGg12,2019,4,Stores,YXX,13.91,0.0243,7.0,97.37,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,tRyeR
Xq3xDE495,2019,4,Stores,AXX,24.65,0.1683,40.0,986.0,HZlnatsW,14iCK1vp,HZln,14iC,Xq3xD
Xq3xDE495,2019,4,Stores,YXX,24.65,0.0574,10.0,246.5,HZlnatsW,14iCK1vp,HZln,14iC,Xq3xD
j1fixsE12,2019,4,Stores,AXX,21.82,0.1091999999999999,18.0,392.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,j1fix
j1fixsE12,2019,4,Stores,YXX,21.82,0.1009,2.0,43.64,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,j1fix
Sp6FmlM84,2019,4,Stores,AXX,14.01,0.5983,134.0,1877.34,xF4EZaTy,AunzRwr2,xF4E,Aunz,Sp6Fm
Sp6FmlM84,2019,4,Stores,YXX,16.46,0.1109,9.0,148.14,xF4EZaTy,AunzRwr2,xF4E,Aunz,Sp6Fm
mTjrNCQ80,2019,4,Stores,AXX,21.02,0.5471,126.0,2648.52,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,mTjrN
mTjrNCQ80,2019,4,Stores,YXX,21.02,0.1483,17.0,357.34,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,mTjrN
LBs6nUA49,2019,4,Stores,AXX,14.48,0.4517,101.0,1462.48,HZlnatsW,14iCK1vp,HZln,14iC,LBs6n
LBs6nUA49,2019,4,Stores,YXX,22.83,0.1155,15.0,342.45,HZlnatsW,14iCK1vp,HZln,14iC,LBs6n
Qb2HtMQ94,2019,4,Stores,AXX,14.23,0.7575,93.0,1323.39,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Qb2Ht
Qb2HtMQ94,2019,4,Stores,YXX,17.91,0.0951,9.0,161.19,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Qb2Ht
j24Yqy859,2019,4,Stores,AXX,20.86,0.3293,67.0,1397.62,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,j24Yq
j24Yqy859,2019,4,Stores,YXX,20.86,0.1027,8.0,166.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,j24Yq
GfgvS-U47,2019,4,Stores,AXX,20.87,0.1561,20.0,417.4,HZlnatsW,OzTP0IWS,HZln,OzTP,GfgvS
GfgvS-U47,2019,4,Stores,YXX,20.87,0.0329,3.0,62.61,HZlnatsW,OzTP0IWS,HZln,OzTP,GfgvS
KQINzvc39,2019,4,Stores,AXX,18.18,0.0938,9.0,163.62,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KQINz
ZG7Y7XY43,2019,4,Stores,AXX,24.18,0.6483,180.0,4352.4,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,ZG7Y7
ZG7Y7XY43,2019,4,Stores,YXX,21.21,0.1825,40.0,848.4,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,ZG7Y7
jY0LIAk94,2019,4,Stores,YXX,15.05,0.1232,7.0,105.35,HZlnatsW,yo2ZtUyf,HZln,yo2Z,jY0LI
jY0LIAk94,2019,4,Stores,AXX,15.05,0.1774,10.0,150.5,HZlnatsW,yo2ZtUyf,HZln,yo2Z,jY0LI
lCK1vAI91,2019,4,Stores,YXX,20.08,0.0754,9.0,180.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,lCK1v
st4x5iI52,2019,4,Stores,AXX,25.92,0.1351,33.0,855.36,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,st4x5
st4x5iI52,2019,4,Stores,YXX,25.92,0.0908,4.0,103.68,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,st4x5
9Exgb9I89,2019,4,Stores,AXX,14.48,0.6362,92.0,1332.16,xF4EZaTy,AunzRwr2,xF4E,Aunz,9Exgb
9Exgb9I89,2019,4,Stores,YXX,15.83,0.0822,7.0,110.81,xF4EZaTy,AunzRwr2,xF4E,Aunz,9Exgb
lCK1vAI91,2019,4,Stores,AXX,21.28,0.4045,78.0,1659.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,lCK1v
nDfyWuo18,2019,4,Stores,AXX,23.28,0.5126,218.0,5075.04,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,nDfyW
nDfyWuo18,2019,4,Stores,YXX,24.08,0.039,24.0,577.92,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,nDfyW
te5tHWY15,2019,4,Stores,AXX,21.17,0.0801,7.0,148.19,xF4EZaTy,AunzRwr2,xF4E,Aunz,te5tH
oITM1EM60,2019,4,Stores,YXX,16.23,0.1399,36.0,584.28,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,oITM1
oITM1EM60,2019,4,Stores,AXX,16.78,0.886,336.0,5638.08,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,oITM1
M6xOJxU34,2019,4,Stores,AXX,16.38,0.2124,43.0,704.34,HZlnatsW,yo2ZtUyf,HZln,yo2Z,M6xOJ
M6xOJxU34,2019,4,Stores,YXX,23.96,0.0138,5.0,119.8,HZlnatsW,yo2ZtUyf,HZln,yo2Z,M6xOJ
Qyk4f6k79,2019,4,Stores,YXX,25.86,0.0949,6.0,155.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Qyk4f
brc-Edk95,2019,4,Stores,YXX,22.96,0.0957,9.0,206.64,xF4EZaTy,AunzRwr2,xF4E,Aunz,brc-E
2TeO2yY67,2019,4,Stores,AXX,23.77,0.076,11.0,261.47,xF4EZaTy,AunzRwr2,xF4E,Aunz,2TeO2
2TeO2yY67,2019,4,Stores,YXX,23.77,0.0139,7.0,166.39,xF4EZaTy,AunzRwr2,xF4E,Aunz,2TeO2
q3ykGyU23,2019,4,Stores,AXX,17.33,0.1377,18.0,311.94,H80alU8y,qE16z6jO,H80a,qE16,q3ykG
Qyk4f6k79,2019,4,Stores,AXX,25.86,0.0964,15.0,387.9,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Qyk4f
8zyNido65,2019,4,Stores,AXX,14.48,0.1318,17.0,246.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,8zyNi
8zyNido65,2019,4,Stores,YXX,15.83,0.055,1.0,15.83,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,8zyNi
brc-Edk95,2019,4,Stores,AXX,21.38,0.4712,109.0,2330.42,xF4EZaTy,AunzRwr2,xF4E,Aunz,brc-E
TCdh0OY88,2019,4,Stores,AXX,23.53,0.1058,12.0,282.36,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,TCdh0
-Wz4IhI48,2019,4,Stores,YXX,21.08,0.0839,2.0,42.16,xF4EZaTy,AunzRwr2,xF4E,Aunz,-Wz4I
xL2lxmM14,2019,4,Stores,AXX,24.64,0.1045,16.0,394.24,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,xL2lx
xL2lxmM14,2019,4,Stores,YXX,24.64,0.0379,5.0,123.2,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,xL2lx
SC3SohA28,2019,4,Stores,AXX,17.52,0.225,35.0,613.2,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,SC3So
SC3SohA28,2019,4,Stores,YXX,17.52,0.0553,10.0,175.2,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,SC3So
-Wz4IhI48,2019,4,Stores,AXX,19.28,0.2123,41.0,790.48,xF4EZaTy,AunzRwr2,xF4E,Aunz,-Wz4I
PhF8UNg40,2019,4,Stores,AXX,18.46,0.1173999999999999,20.0,369.2,bwPDJC3m,xdDed-iG,bwPD,xdDe,PhF8U
PhF8UNg40,2019,4,Stores,YXX,18.46,0.0299,5.0,92.3,bwPDJC3m,xdDed-iG,bwPD,xdDe,PhF8U
qLcw7Ok55,2019,4,Stores,YXX,14.48,0.0739,3.0,43.44,HZlnatsW,yo2ZtUyf,HZln,yo2Z,qLcw7
PLlmQh411,2019,4,Stores,AXX,29.66,0.2591,59.0,1749.94,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,PLlmQ
PLlmQh411,2019,4,Stores,YXX,29.66,0.0662,7.0,207.62,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,PLlmQ
68e9wEo79,2019,4,Stores,AXX,15.03,0.1094,24.0,360.72,HZlnatsW,14iCK1vp,HZln,14iC,68e9w
68e9wEo79,2019,4,Stores,YXX,18.16,0.0829,3.0,54.48,HZlnatsW,14iCK1vp,HZln,14iC,68e9w
qLcw7Ok55,2019,4,Stores,AXX,20.58,0.0998,15.0,308.7,HZlnatsW,yo2ZtUyf,HZln,yo2Z,qLcw7
0dq3H-w55,2019,4,Stores,YXX,25.29,0.0619,3.0,75.87,H80alU8y,qE16z6jO,H80a,qE16,0dq3H
bPFo3P425,2019,4,Stores,AXX,22.98,0.1530999999999999,28.0,643.44,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,bPFo3
bPFo3P425,2019,4,Stores,YXX,22.98,0.0678,5.0,114.9,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,bPFo3
0dq3H-w55,2019,4,Stores,AXX,25.29,0.1209,14.0,354.06,H80alU8y,qE16z6jO,H80a,qE16,0dq3H
Z8dHXgo22,2019,4,Stores,AXX,20.58,0.1508,27.0,555.66,HZlnatsW,14iCK1vp,HZln,14iC,Z8dHX
Z8dHXgo22,2019,4,Stores,YXX,21.48,0.1048,7.0,150.36,HZlnatsW,14iCK1vp,HZln,14iC,Z8dHX
xIdqOfc54,2019,4,Stores,AXX,19.65,0.2435999999999999,64.0,1257.6,bwPDJC3m,xdDed-iG,bwPD,xdDe,xIdqO
xIdqOfc54,2019,4,Stores,YXX,19.65,0.0774,9.0,176.85,bwPDJC3m,xdDed-iG,bwPD,xdDe,xIdqO
T1eq7WQ60,2019,4,Stores,YXX,24.62,0.1212,10.0,246.2,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,T1eq7
r6WqKxM62,2019,4,Stores,AXX,16.68,0.4095999999999999,53.0,884.04,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,r6WqK
r6WqKxM62,2019,4,Stores,YXX,15.36,0.118,8.0,122.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,r6WqK
T1eq7WQ60,2019,4,Stores,AXX,24.62,0.5107,100.0,2462.0,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,T1eq7
jt8cWCk98,2019,4,Stores,YXX,16.23,0.0389,9.0,146.07,4ThiCT_Z,8qImFANZ,4Thi,8qIm,jt8cW
cjmpz8Y13,2019,4,Stores,AXX,25.44,0.134,23.0,585.12,H80alU8y,qE16z6jO,H80a,qE16,cjmpz
cjmpz8Y13,2019,4,Stores,YXX,25.44,0.0837,7.0,178.08,H80alU8y,qE16z6jO,H80a,qE16,cjmpz
DTA26yc55,2019,4,Stores,AXX,17.23,0.2516,56.0,964.88,xF4EZaTy,sldfL1J4,xF4E,sldf,DTA26
DTA26yc55,2019,4,Stores,YXX,13.91,0.0748,5.0,69.55,xF4EZaTy,sldfL1J4,xF4E,sldf,DTA26
jt8cWCk98,2019,4,Stores,AXX,17.78,0.4573,54.0,960.12,4ThiCT_Z,8qImFANZ,4Thi,8qIm,jt8cW
I4t3gpQ29,2019,4,Stores,AXX,19.23,0.3552999999999999,37.0,711.51,xF4EZaTy,sldfL1J4,xF4E,sldf,I4t3g
I4t3gpQ29,2019,4,Stores,YXX,19.91,0.0701,10.0,199.1,xF4EZaTy,sldfL1J4,xF4E,sldf,I4t3g
HlvPK9g64,2019,4,Stores,AXX,17.13,0.1724,26.0,445.38,xF4EZaTy,sldfL1J4,xF4E,sldf,HlvPK
HlvPK9g64,2019,4,Stores,YXX,16.03,0.1009,3.0,48.09,xF4EZaTy,sldfL1J4,xF4E,sldf,HlvPK
Sql_L9E96,2019,4,Stores,AXX,16.35,0.3274,68.0,1111.8,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,Sql_L
Sql_L9E96,2019,4,Stores,YXX,16.35,0.0474,7.0,114.45,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,Sql_L
elEGl0E88,2019,4,Stores,YXX,19.36,0.0932,11.0,212.96,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,elEGl
BAVExjs39,2019,4,Stores,AXX,15.58,0.1155,5.0,77.9,HZlnatsW,yo2ZtUyf,HZln,yo2Z,BAVEx
_ujqHLc69,2019,4,Stores,AXX,20.48,0.6752,213.0,4362.24,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,_ujqH
pWg7qOk67,2019,4,Stores,AXX,17.58,0.1777,19.0,334.02,bwPDJC3m,xdDed-iG,bwPD,xdDe,pWg7q
pWg7qOk67,2019,4,Stores,YXX,20.48,0.0578,7.0,143.36,bwPDJC3m,xdDed-iG,bwPD,xdDe,pWg7q
_ujqHLc69,2019,4,Stores,YXX,17.83,0.1116,19.0,338.77,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,_ujqH
elEGl0E88,2019,4,Stores,AXX,13.68,0.4566,82.0,1121.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,elEGl
ai8Xi8E40,2019,4,Stores,YXX,16.83,0.1064,31.0,521.73,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,ai8Xi
sGme1MA34,2019,4,Stores,AXX,16.38,0.3561999999999999,77.0,1261.26,xF4EZaTy,sldfL1J4,xF4E,sldf,sGme1
sGme1MA34,2019,4,Stores,YXX,17.96,0.1163,10.0,179.6,xF4EZaTy,sldfL1J4,xF4E,sldf,sGme1
2x7RS8U29,2019,4,Stores,AXX,12.23,0.9888,136.0,1663.28,xF4EZaTy,AunzRwr2,xF4E,Aunz,2x7RS
2x7RS8U29,2019,4,Stores,YXX,17.91,0.2501,15.0,268.65,xF4EZaTy,AunzRwr2,xF4E,Aunz,2x7RS
ai8Xi8E40,2019,4,Stores,AXX,16.48,0.8948,283.0,4663.84,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,ai8Xi
KJmaNg475,2019,4,Stores,AXX,23.98,0.0925,14.0,335.72,HZlnatsW,OzTP0IWS,HZln,OzTP,KJmaN
KJmaNg475,2019,4,Stores,YXX,25.68,0.085,4.0,102.72,HZlnatsW,OzTP0IWS,HZln,OzTP,KJmaN
Y6BLsSQ30,2019,4,Stores,AXX,19.85,0.1505,27.0,535.95,HZlnatsW,OzTP0IWS,HZln,OzTP,Y6BLs
Y6BLsSQ30,2019,4,Stores,YXX,19.85,0.0267999999999999,4.0,79.4,HZlnatsW,OzTP0IWS,HZln,OzTP,Y6BLs
YN_ryFk59,2019,4,Stores,AXX,21.44,0.7343,165.0,3537.6,bwPDJC3m,xdDed-iG,bwPD,xdDe,YN_ry
YN_ryFk59,2019,4,Stores,YXX,21.44,0.1174,17.0,364.48,bwPDJC3m,xdDed-iG,bwPD,xdDe,YN_ry
lKMCdMY54,2019,4,Stores,AXX,20.74,0.2378,29.0,601.46,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,lKMCd
lKMCdMY54,2019,4,Stores,YXX,20.74,0.0294,7.0,145.18,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,lKMCd
8LQeE4013,2019,4,Stores,AXX,20.18,0.3907,94.0,1896.92,bwPDJC3m,xdDed-iG,bwPD,xdDe,8LQeE
8LQeE4013,2019,4,Stores,YXX,23.21,0.0273,9.0,208.89,bwPDJC3m,xdDed-iG,bwPD,xdDe,8LQeE
dtYQMwk84,2019,4,Stores,AXX,22.99,0.1298,21.0,482.79,bwPDJC3m,xdDed-iG,bwPD,xdDe,dtYQM
dtYQMwk84,2019,4,Stores,YXX,22.99,0.0499,6.0,137.94,bwPDJC3m,xdDed-iG,bwPD,xdDe,dtYQM
nyL0HxM97,2019,4,Stores,YXX,22.76,0.0442,10.0,227.6,HZlnatsW,yo2ZtUyf,HZln,yo2Z,nyL0H
nyL0HxM97,2019,4,Stores,AXX,21.73,0.3105,59.0,1282.07,HZlnatsW,yo2ZtUyf,HZln,yo2Z,nyL0H
ASB7BNc89,2019,4,Stores,YXX,17.91,0.2345999999999999,16.0,286.56,HZlnatsW,yo2ZtUyf,HZln,yo2Z,ASB7B
OAZFJhI70,2019,4,Stores,YXX,16.44,0.0463,9.0,147.96,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,OAZFJ
71RuYuI54,2019,4,Stores,AXX,20.9,0.1618,22.0,459.8,bwPDJC3m,xdDed-iG,bwPD,xdDe,71RuY
71RuYuI54,2019,4,Stores,YXX,20.9,0.0429,5.0,104.5,bwPDJC3m,xdDed-iG,bwPD,xdDe,71RuY
28sj_po12,2019,4,Stores,AXX,23.28,0.071,20.0,465.6,xF4EZaTy,AunzRwr2,xF4E,Aunz,28sj_
28sj_po12,2019,4,Stores,YXX,25.08,0.02,5.0,125.4,xF4EZaTy,AunzRwr2,xF4E,Aunz,28sj_
OAZFJhI70,2019,4,Stores,AXX,16.11,0.4472,120.0,1933.2,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,OAZFJ
21B8XZk74,2019,4,Stores,AXX,12.68,0.2145,23.0,291.64,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,21B8X
M1gvyMQ34,2019,4,Stores,AXX,21.73,0.7133,30.0,651.9,HZlnatsW,yo2ZtUyf,HZln,yo2Z,M1gvy
M1gvyMQ34,2019,4,Stores,YXX,24.76,0.0914,3.0,74.28,HZlnatsW,yo2ZtUyf,HZln,yo2Z,M1gvy
21B8XZk74,2019,4,Stores,YXX,18.36,0.0168,6.0,110.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,21B8X
LW3ETFg75,2019,4,Stores,AXX,17.58,0.5214,136.0,2390.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,LW3ET
LW3ETFg75,2019,4,Stores,YXX,16.48,0.123,9.0,148.32,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,LW3ET
